,SENTIMENT,REVIEW,REVIEW_punctuation,REVIEW_punctuation_tokenized,REVIEW_punctuation_tokenized_sw,REVIEW_punctuation_tokenized_sw_stemmed,REVIEW_punctuation_tokenized_sw_lemmatized
260,positive,"All very good and have had it since original version. However with the intro of What3Words the font needs to be bigger so it is more visible, especially for those that have some vision impairment . Or have the functionality to change the W3W font like the Long/Lat.",All very good and have had it since original version However with the intro of What3Words the font needs to be bigger so it is more visible especially for those that have some vision impairment  Or have the functionality to change the W3W font like the LongLat,"['all', 'very', 'good', 'and', 'have', 'had', 'it', 'since', 'original', 'version', 'however', 'with', 'the', 'intro', 'of', 'what3words', 'the', 'font', 'needs', 'to', 'be', 'bigger', 'so', 'it', 'is', 'more', 'visible', 'especially', 'for', 'those', 'that', 'have', 'some', 'vision', 'impairment', 'or', 'have', 'the', 'functionality', 'to', 'change', 'the', 'w3w', 'font', 'like', 'the', 'longlat']","['good', 'since', 'original', 'version', 'however', 'intro', 'what3words', 'font', 'needs', 'bigger', 'visible', 'especially', 'vision', 'impairment', 'functionality', 'change', 'w3w', 'font', 'like', 'longlat']","['good', 'sinc', 'origin', 'version', 'howev', 'intro', 'what3word', 'font', 'need', 'bigger', 'visibl', 'especi', 'vision', 'impair', 'function', 'chang', 'w3w', 'font', 'like', 'longlat']","['good', 'since', 'original', 'version', 'however', 'intro', 'what3words', 'font', 'need', 'bigger', 'visible', 'especially', 'vision', 'impairment', 'functionality', 'change', 'w3w', 'font', 'like', 'longlat']"
261,negative,I too have problems 'this app doesn't work anymore'. Tried in the bush today. Unsuccessful. Bit of a worry. Helen Aiton,I too have problems this app doesnt work anymore Tried in the bush today Unsuccessful Bit of a worry Helen Aiton,"['i', 'too', 'have', 'problems', 'this', 'app', 'doesnt', 'work', 'anymore', 'tried', 'in', 'the', 'bush', 'today', 'unsuccessful', 'bit', 'of', 'a', 'worry', 'helen', 'aiton']","['problems', 'app', 'doesnt', 'work', 'anymore', 'tried', 'bush', 'today', 'unsuccessful', 'bit', 'worry', 'helen', 'aiton']","['problem', 'app', 'doesnt', 'work', 'anymor', 'tri', 'bush', 'today', 'unsuccess', 'bit', 'worri', 'helen', 'aiton']","['problem', 'app', 'doesnt', 'work', 'anymore', 'tried', 'bush', 'today', 'unsuccessful', 'bit', 'worry', 'helen', 'aiton']"
262,negative,Change the original icon back!! Haven't used the app yet but the new icon will confuse people in distressing situations.,Change the original icon back Havent used the app yet but the new icon will confuse people in distressing situations,"['change', 'the', 'original', 'icon', 'back', 'havent', 'used', 'the', 'app', 'yet', 'but', 'the', 'new', 'icon', 'will', 'confuse', 'people', 'in', 'distressing', 'situations']","['change', 'original', 'icon', 'back', 'havent', 'used', 'app', 'yet', 'new', 'icon', 'confuse', 'people', 'distressing', 'situations']","['chang', 'origin', 'icon', 'back', 'havent', 'use', 'app', 'yet', 'new', 'icon', 'confus', 'peopl', 'distress', 'situat']","['change', 'original', 'icon', 'back', 'havent', 'used', 'app', 'yet', 'new', 'icon', 'confuse', 'people', 'distressing', 'situation']"
263,negative,Has now stopped working on my Galaxy running Android 8. Very disappointing,Has now stopped working on my Galaxy running Android 8 Very disappointing,"['has', 'now', 'stopped', 'working', 'on', 'my', 'galaxy', 'running', 'android', '8', 'very', 'disappointing']","['stopped', 'working', 'galaxy', 'running', 'android', '8', 'disappointing']","['stop', 'work', 'galaxi', 'run', 'android', '8', 'disappoint']","['stopped', 'working', 'galaxy', 'running', 'android', '8', 'disappointing']"
264,negative,Done update now it won't open What have you done ðŸ˜­ To bad if i have to use it,Done update now it wont open What have you done ðŸ˜­ To bad if i have to use it,"['done', 'update', 'now', 'it', 'wont', 'open', 'what', 'have', 'you', 'done', 'ðÿ', 'to', 'bad', 'if', 'i', 'have', 'to', 'use', 'it']","['done', 'update', 'wont', 'open', 'done', 'ðÿ', 'bad', 'use']","['done', 'updat', 'wont', 'open', 'done', 'ðÿ', 'bad', 'use']","['done', 'update', 'wont', 'open', 'done', 'ðÿ', 'bad', 'use']"
265,positive,Keeps saying app keeps stopping. Earlier version worked perfectly.,Keeps saying app keeps stopping Earlier version worked perfectly,"['keeps', 'saying', 'app', 'keeps', 'stopping', 'earlier', 'version', 'worked', 'perfectly']","['keeps', 'saying', 'app', 'keeps', 'stopping', 'earlier', 'version', 'worked', 'perfectly']","['keep', 'say', 'app', 'keep', 'stop', 'earlier', 'version', 'work', 'perfectli']","['keep', 'saying', 'app', 'keep', 'stopping', 'earlier', 'version', 'worked', 'perfectly']"
266,positive,Could have saved my life but doesn't work anymore,Could have saved my life but doesnt work anymore,"['could', 'have', 'saved', 'my', 'life', 'but', 'doesnt', 'work', 'anymore']","['could', 'saved', 'life', 'doesnt', 'work', 'anymore']","['could', 'save', 'life', 'doesnt', 'work', 'anymor']","['could', 'saved', 'life', 'doesnt', 'work', 'anymore']"
267,positive,"It replaced the previous triple 000 app which is perfectly works. This is not working at all. It says, the app has stopped. Please, before changing the any emergency app make sure and make sure it works perfectly. It will not be a emergency app if doesn't works.",It replaced the previous triple 000 app which is perfectly works This is not working at all It says the app has stopped Please before changing the any emergency app make sure and make sure it works perfectly It will not be a emergency app if doesnt works,"['it', 'replaced', 'the', 'previous', 'triple', '000', 'app', 'which', 'is', 'perfectly', 'works', 'this', 'is', 'not', 'working', 'at', 'all', 'it', 'says', 'the', 'app', 'has', 'stopped', 'please', 'before', 'changing', 'the', 'any', 'emergency', 'app', 'make', 'sure', 'and', 'make', 'sure', 'it', 'works', 'perfectly', 'it', 'will', 'not', 'be', 'a', 'emergency', 'app', 'if', 'doesnt', 'works']","['replaced', 'previous', 'triple', '000', 'app', 'perfectly', 'works', 'working', 'says', 'app', 'stopped', 'please', 'changing', 'emergency', 'app', 'make', 'sure', 'make', 'sure', 'works', 'perfectly', 'emergency', 'app', 'doesnt', 'works']","['replac', 'previou', 'tripl', '000', 'app', 'perfectli', 'work', 'work', 'say', 'app', 'stop', 'pleas', 'chang', 'emerg', 'app', 'make', 'sure', 'make', 'sure', 'work', 'perfectli', 'emerg', 'app', 'doesnt', 'work']","['replaced', 'previous', 'triple', '000', 'app', 'perfectly', 'work', 'working', 'say', 'app', 'stopped', 'please', 'changing', 'emergency', 'app', 'make', 'sure', 'make', 'sure', 'work', 'perfectly', 'emergency', 'app', 'doesnt', 'work']"
268,positive,After an automatic update it no longer works on my Samsung Galaxy 5. Please ensure the current version is backwardly compatible. Lives depend on its functionality.,After an automatic update it no longer works on my Samsung Galaxy 5 Please ensure the current version is backwardly compatible Lives depend on its functionality,"['after', 'an', 'automatic', 'update', 'it', 'no', 'longer', 'works', 'on', 'my', 'samsung', 'galaxy', '5', 'please', 'ensure', 'the', 'current', 'version', 'is', 'backwardly', 'compatible', 'lives', 'depend', 'on', 'its', 'functionality']","['automatic', 'update', 'longer', 'works', 'samsung', 'galaxy', '5', 'please', 'ensure', 'current', 'version', 'backwardly', 'compatible', 'lives', 'depend', 'functionality']","['automat', 'updat', 'longer', 'work', 'samsung', 'galaxi', '5', 'pleas', 'ensur', 'current', 'version', 'backwardli', 'compat', 'live', 'depend', 'function']","['automatic', 'update', 'longer', 'work', 'samsung', 'galaxy', '5', 'please', 'ensure', 'current', 'version', 'backwardly', 'compatible', 'life', 'depend', 'functionality']"
269,neutral,Not working since last update,Not working since last update,"['not', 'working', 'since', 'last', 'update']","['working', 'since', 'last', 'update']","['work', 'sinc', 'last', 'updat']","['working', 'since', 'last', 'update']"
270,negative,I can't open it at all since the very recent update. Not impressed!!!,I cant open it at all since the very recent update Not impressed,"['i', 'cant', 'open', 'it', 'at', 'all', 'since', 'the', 'very', 'recent', 'update', 'not', 'impressed']","['cant', 'open', 'since', 'recent', 'update', 'impressed']","['cant', 'open', 'sinc', 'recent', 'updat', 'impress']","['cant', 'open', 'since', 'recent', 'update', 'impressed']"
271,neutral,The updated version of this app won't open on my mobile.,The updated version of this app wont open on my mobile,"['the', 'updated', 'version', 'of', 'this', 'app', 'wont', 'open', 'on', 'my', 'mobile']","['updated', 'version', 'app', 'wont', 'open', 'mobile']","['updat', 'version', 'app', 'wont', 'open', 'mobil']","['updated', 'version', 'app', 'wont', 'open', 'mobile']"
272,negative,Have uninstalled and reinstalled the app since the update but it still doesn't work like it did prior to the update. Disappointing,Have uninstalled and reinstalled the app since the update but it still doesnt work like it did prior to the update Disappointing,"['have', 'uninstalled', 'and', 'reinstalled', 'the', 'app', 'since', 'the', 'update', 'but', 'it', 'still', 'doesnt', 'work', 'like', 'it', 'did', 'prior', 'to', 'the', 'update', 'disappointing']","['uninstalled', 'reinstalled', 'app', 'since', 'update', 'still', 'doesnt', 'work', 'like', 'prior', 'update', 'disappointing']","['uninstal', 'reinstal', 'app', 'sinc', 'updat', 'still', 'doesnt', 'work', 'like', 'prior', 'updat', 'disappoint']","['uninstalled', 'reinstalled', 'app', 'since', 'update', 'still', 'doesnt', 'work', 'like', 'prior', 'update', 'disappointing']"
273,positive,"A great app but for some reason it stopped working on my phone. Everytime I open it, it immediately crashes.",A great app but for some reason it stopped working on my phone Everytime I open it it immediately crashes,"['a', 'great', 'app', 'but', 'for', 'some', 'reason', 'it', 'stopped', 'working', 'on', 'my', 'phone', 'everytime', 'i', 'open', 'it', 'it', 'immediately', 'crashes']","['great', 'app', 'reason', 'stopped', 'working', 'phone', 'everytime', 'open', 'immediately', 'crashes']","['great', 'app', 'reason', 'stop', 'work', 'phone', 'everytim', 'open', 'immedi', 'crash']","['great', 'app', 'reason', 'stopped', 'working', 'phone', 'everytime', 'open', 'immediately', 'crash']"
274,negative,Has stopped working reinstalled and still not working,Has stopped working reinstalled and still not working,"['has', 'stopped', 'working', 'reinstalled', 'and', 'still', 'not', 'working']","['stopped', 'working', 'reinstalled', 'still', 'working']","['stop', 'work', 'reinstal', 'still', 'work']","['stopped', 'working', 'reinstalled', 'still', 'working']"
275,negative,Since you have updated the app fails to work. This meant to be an emergency app that was working perfectly before you updated it. Please repair ASAP so it can be used in an emergency,Since you have updated the app fails to work This meant to be an emergency app that was working perfectly before you updated it Please repair ASAP so it can be used in an emergency,"['since', 'you', 'have', 'updated', 'the', 'app', 'fails', 'to', 'work', 'this', 'meant', 'to', 'be', 'an', 'emergency', 'app', 'that', 'was', 'working', 'perfectly', 'before', 'you', 'updated', 'it', 'please', 'repair', 'asap', 'so', 'it', 'can', 'be', 'used', 'in', 'an', 'emergency']","['since', 'updated', 'app', 'fails', 'work', 'meant', 'emergency', 'app', 'working', 'perfectly', 'updated', 'please', 'repair', 'asap', 'used', 'emergency']","['sinc', 'updat', 'app', 'fail', 'work', 'meant', 'emerg', 'app', 'work', 'perfectli', 'updat', 'pleas', 'repair', 'asap', 'use', 'emerg']","['since', 'updated', 'app', 'fails', 'work', 'meant', 'emergency', 'app', 'working', 'perfectly', 'updated', 'please', 'repair', 'asap', 'used', 'emergency']"
276,negative,Why is this app no working anymore? It keeps crashing after the latest update,Why is this app no working anymore It keeps crashing after the latest update,"['why', 'is', 'this', 'app', 'no', 'working', 'anymore', 'it', 'keeps', 'crashing', 'after', 'the', 'latest', 'update']","['app', 'working', 'anymore', 'keeps', 'crashing', 'latest', 'update']","['app', 'work', 'anymor', 'keep', 'crash', 'latest', 'updat']","['app', 'working', 'anymore', 'keep', 'crashing', 'latest', 'update']"
277,neutral,"App won't open anymore... Reinstalled, still won't open.",App wont open anymore Reinstalled still wont open,"['app', 'wont', 'open', 'anymore', 'reinstalled', 'still', 'wont', 'open']","['app', 'wont', 'open', 'anymore', 'reinstalled', 'still', 'wont', 'open']","['app', 'wont', 'open', 'anymor', 'reinstal', 'still', 'wont', 'open']","['app', 'wont', 'open', 'anymore', 'reinstalled', 'still', 'wont', 'open']"
278,negative,This shows an incorrect address for my home. But no way to correct or advise! Dangerous.,This shows an incorrect address for my home But no way to correct or advise Dangerous,"['this', 'shows', 'an', 'incorrect', 'address', 'for', 'my', 'home', 'but', 'no', 'way', 'to', 'correct', 'or', 'advise', 'dangerous']","['shows', 'incorrect', 'address', 'home', 'way', 'correct', 'advise', 'dangerous']","['show', 'incorrect', 'address', 'home', 'way', 'correct', 'advis', 'danger']","['show', 'incorrect', 'address', 'home', 'way', 'correct', 'advise', 'dangerous']"
279,positive,This New version is not working on my Samsung Galaxy. I have checked settings all seems ok,This New version is not working on my Samsung Galaxy I have checked settings all seems ok,"['this', 'new', 'version', 'is', 'not', 'working', 'on', 'my', 'samsung', 'galaxy', 'i', 'have', 'checked', 'settings', 'all', 'seems', 'ok']","['new', 'version', 'working', 'samsung', 'galaxy', 'checked', 'settings', 'seems', 'ok']","['new', 'version', 'work', 'samsung', 'galaxi', 'check', 'set', 'seem', 'ok']","['new', 'version', 'working', 'samsung', 'galaxy', 'checked', 'setting', 'seems', 'ok']"
280,positive,Was a great app until you updated it now it wont even open,Was a great app until you updated it now it wont even open,"['was', 'a', 'great', 'app', 'until', 'you', 'updated', 'it', 'now', 'it', 'wont', 'even', 'open']","['great', 'app', 'updated', 'wont', 'even', 'open']","['great', 'app', 'updat', 'wont', 'even', 'open']","['great', 'app', 'updated', 'wont', 'even', 'open']"
281,positive,"Great app if you can open it, constantly shuts down",Great app if you can open it constantly shuts down,"['great', 'app', 'if', 'you', 'can', 'open', 'it', 'constantly', 'shuts', 'down']","['great', 'app', 'open', 'constantly', 'shuts']","['great', 'app', 'open', 'constantli', 'shut']","['great', 'app', 'open', 'constantly', 'shuts']"
282,negative,Latest version doesn't want to open on an older Android 7 based phone...stops almost immediately. Might be the same problem that the updated BoM app had for a while...,Latest version doesnt want to open on an older Android 7 based phonestops almost immediately Might be the same problem that the updated BoM app had for a while,"['latest', 'version', 'doesnt', 'want', 'to', 'open', 'on', 'an', 'older', 'android', '7', 'based', 'phonestops', 'almost', 'immediately', 'might', 'be', 'the', 'same', 'problem', 'that', 'the', 'updated', 'bom', 'app', 'had', 'for', 'a', 'while']","['latest', 'version', 'doesnt', 'want', 'open', 'older', 'android', '7', 'based', 'phonestops', 'almost', 'immediately', 'might', 'problem', 'updated', 'bom', 'app']","['latest', 'version', 'doesnt', 'want', 'open', 'older', 'android', '7', 'base', 'phonestop', 'almost', 'immedi', 'might', 'problem', 'updat', 'bom', 'app']","['latest', 'version', 'doesnt', 'want', 'open', 'older', 'android', '7', 'based', 'phonestops', 'almost', 'immediately', 'might', 'problem', 'updated', 'bom', 'app']"
