,SENTIMENT,REVIEW,REVIEW_punctuation,REVIEW_punctuation_tokenized,REVIEW_punctuation_tokenized_sw,REVIEW_punctuation_tokenized_sw_stemmed,REVIEW_punctuation_tokenized_sw_lemmatized
3171,positive,Great way to refresh my skills.,Great way to refresh my skills,"['great', 'way', 'to', 'refresh', 'my', 'skills']","['great', 'way', 'refresh', 'skills']","['great', 'way', 'refresh', 'skill']","['great', 'way', 'refresh', 'skill']"
3172,negative,Bad spelling all over. Did they copyedit? Are the facts correct if they never looked at the product their developers created?,Bad spelling all over Did they copyedit Are the facts correct if they never looked at the product their developers created,"['bad', 'spelling', 'all', 'over', 'did', 'they', 'copyedit', 'are', 'the', 'facts', 'correct', 'if', 'they', 'never', 'looked', 'at', 'the', 'product', 'their', 'developers', 'created']","['bad', 'spelling', 'copyedit', 'facts', 'correct', 'never', 'looked', 'product', 'developers', 'created']","['bad', 'spell', 'copyedit', 'fact', 'correct', 'never', 'look', 'product', 'develop', 'creat']","['bad', 'spelling', 'copyedit', 'fact', 'correct', 'never', 'looked', 'product', 'developer', 'created']"
3173,positive,This can help in your daily life.,This can help in your daily life,"['this', 'can', 'help', 'in', 'your', 'daily', 'life']","['help', 'daily', 'life']","['help', 'daili', 'life']","['help', 'daily', 'life']"
3174,positive,This app is so helpful I have 3 kids & now this awesome app to help,This app is so helpful I have 3 kids  now this awesome app to help,"['this', 'app', 'is', 'so', 'helpful', 'i', 'have', '3', 'kids', 'now', 'this', 'awesome', 'app', 'to', 'help']","['app', 'helpful', '3', 'kids', 'awesome', 'app', 'help']","['app', 'help', '3', 'kid', 'awesom', 'app', 'help']","['app', 'helpful', '3', 'kid', 'awesome', 'app', 'help']"
3175,positive,I use thing very often! It's a great help!,I use thing very often Its a great help,"['i', 'use', 'thing', 'very', 'often', 'its', 'a', 'great', 'help']","['use', 'thing', 'often', 'great', 'help']","['use', 'thing', 'often', 'great', 'help']","['use', 'thing', 'often', 'great', 'help']"
3176,positive,Great app as a medic i wish more would download and review on a regular basis.,Great app as a medic i wish more would download and review on a regular basis,"['great', 'app', 'as', 'a', 'medic', 'i', 'wish', 'more', 'would', 'download', 'and', 'review', 'on', 'a', 'regular', 'basis']","['great', 'app', 'medic', 'wish', 'would', 'download', 'review', 'regular', 'basis']","['great', 'app', 'medic', 'wish', 'would', 'download', 'review', 'regular', 'basi']","['great', 'app', 'medic', 'wish', 'would', 'download', 'review', 'regular', 'basis']"
3177,neutral,Meets a need for today's tech savvy people,Meets a need for todays tech savvy people,"['meets', 'a', 'need', 'for', 'todays', 'tech', 'savvy', 'people']","['meets', 'need', 'todays', 'tech', 'savvy', 'people']","['meet', 'need', 'today', 'tech', 'savvi', 'peopl']","['meet', 'need', 'today', 'tech', 'savvy', 'people']"
3178,positive,I have learned a lot from this app. Very helpful!!,I have learned a lot from this app Very helpful,"['i', 'have', 'learned', 'a', 'lot', 'from', 'this', 'app', 'very', 'helpful']","['learned', 'lot', 'app', 'helpful']","['learn', 'lot', 'app', 'help']","['learned', 'lot', 'app', 'helpful']"
3179,neutral,Everyone should have it,Everyone should have it,"['everyone', 'should', 'have', 'it']",['everyone'],['everyon'],['everyone']
3180,positive,This app is very helpful and I live how you can test yourself!,This app is very helpful and I live how you can test yourself,"['this', 'app', 'is', 'very', 'helpful', 'and', 'i', 'live', 'how', 'you', 'can', 'test', 'yourself']","['app', 'helpful', 'live', 'test']","['app', 'help', 'live', 'test']","['app', 'helpful', 'live', 'test']"
3181,neutral,"Simple to use, simple to understand, educational",Simple to use simple to understand educational,"['simple', 'to', 'use', 'simple', 'to', 'understand', 'educational']","['simple', 'use', 'simple', 'understand', 'educational']","['simpl', 'use', 'simpl', 'understand', 'educ']","['simple', 'use', 'simple', 'understand', 'educational']"
3182,positive,"Just great information at your finger tips..,,",Just great information at your finger tips,"['just', 'great', 'information', 'at', 'your', 'finger', 'tips']","['great', 'information', 'finger', 'tips']","['great', 'inform', 'finger', 'tip']","['great', 'information', 'finger', 'tip']"
3183,positive,It's practical and easy to have at your finger tips.,Its practical and easy to have at your finger tips,"['its', 'practical', 'and', 'easy', 'to', 'have', 'at', 'your', 'finger', 'tips']","['practical', 'easy', 'finger', 'tips']","['practic', 'easi', 'finger', 'tip']","['practical', 'easy', 'finger', 'tip']"
3184,positive,As a Lifeguard this helps me with my training and remembrance for first aid.,As a Lifeguard this helps me with my training and remembrance for first aid,"['as', 'a', 'lifeguard', 'this', 'helps', 'me', 'with', 'my', 'training', 'and', 'remembrance', 'for', 'first', 'aid']","['lifeguard', 'helps', 'training', 'remembrance', 'first', 'aid']","['lifeguard', 'help', 'train', 'remembr', 'first', 'aid']","['lifeguard', 'help', 'training', 'remembrance', 'first', 'aid']"
3185,positive,Wow really insightful for when you need it.,Wow really insightful for when you need it,"['wow', 'really', 'insightful', 'for', 'when', 'you', 'need', 'it']","['wow', 'really', 'insightful', 'need']","['wow', 'realli', 'insight', 'need']","['wow', 'really', 'insightful', 'need']"
3186,neutral,Very informative & helpfull application for those EMERGANCY medical situations that one may find themselves in!,Very informative  helpfull application for those EMERGANCY medical situations that one may find themselves in,"['very', 'informative', 'helpfull', 'application', 'for', 'those', 'emergancy', 'medical', 'situations', 'that', 'one', 'may', 'find', 'themselves', 'in']","['informative', 'helpfull', 'application', 'emergancy', 'medical', 'situations', 'one', 'may', 'find']","['inform', 'helpful', 'applic', 'emerg', 'medic', 'situat', 'one', 'may', 'find']","['informative', 'helpfull', 'application', 'emergancy', 'medical', 'situation', 'one', 'may', 'find']"
3187,positive,Great app to have just in case since I'm now CPR certified!,Great app to have just in case since Im now CPR certified,"['great', 'app', 'to', 'have', 'just', 'in', 'case', 'since', 'im', 'now', 'cpr', 'certified']","['great', 'app', 'case', 'since', 'im', 'cpr', 'certified']","['great', 'app', 'case', 'sinc', 'im', 'cpr', 'certifi']","['great', 'app', 'case', 'since', 'im', 'cpr', 'certified']"
3188,positive,"This is an excellent, well organized app!",This is an excellent well organized app,"['this', 'is', 'an', 'excellent', 'well', 'organized', 'app']","['excellent', 'well', 'organized', 'app']","['excel', 'well', 'organ', 'app']","['excellent', 'well', 'organized', 'app']"
3189,positive,This app is great and very informative! Definitely a must have!,This app is great and very informative Definitely a must have,"['this', 'app', 'is', 'great', 'and', 'very', 'informative', 'definitely', 'a', 'must', 'have']","['app', 'great', 'informative', 'definitely', 'must']","['app', 'great', 'inform', 'definit', 'must']","['app', 'great', 'informative', 'definitely', 'must']"
3190,positive,Awesome app! Everything you'd need to know in an emergency.,Awesome app Everything youd need to know in an emergency,"['awesome', 'app', 'everything', 'youd', 'need', 'to', 'know', 'in', 'an', 'emergency']","['awesome', 'app', 'everything', 'youd', 'need', 'know', 'emergency']","['awesom', 'app', 'everyth', 'youd', 'need', 'know', 'emerg']","['awesome', 'app', 'everything', 'youd', 'need', 'know', 'emergency']"
3191,positive,"A must have. 
Learn great facts, but emergency help at your finger tips. 

You could help someone, and save a life -- when you have the right tools. 

Great make Red Cross!","A must have 
Learn great facts but emergency help at your finger tips 

You could help someone and save a life  when you have the right tools 

Great make Red Cross","['a', 'must', 'have', 'learn', 'great', 'facts', 'but', 'emergency', 'help', 'at', 'your', 'finger', 'tips', 'you', 'could', 'help', 'someone', 'and', 'save', 'a', 'life', 'when', 'you', 'have', 'the', 'right', 'tools', 'great', 'make', 'red', 'cross']","['must', 'learn', 'great', 'facts', 'emergency', 'help', 'finger', 'tips', 'could', 'help', 'someone', 'save', 'life', 'right', 'tools', 'great', 'make', 'red', 'cross']","['must', 'learn', 'great', 'fact', 'emerg', 'help', 'finger', 'tip', 'could', 'help', 'someon', 'save', 'life', 'right', 'tool', 'great', 'make', 'red', 'cross']","['must', 'learn', 'great', 'fact', 'emergency', 'help', 'finger', 'tip', 'could', 'help', 'someone', 'save', 'life', 'right', 'tool', 'great', 'make', 'red', 'cross']"
3192,positive,Download for sure,Download for sure,"['download', 'for', 'sure']","['download', 'sure']","['download', 'sure']","['download', 'sure']"
3193,positive,Great learning tool for my 10yrs old,Great learning tool for my 10yrs old,"['great', 'learning', 'tool', 'for', 'my', '10yrs', 'old']","['great', 'learning', 'tool', '10yrs', 'old']","['great', 'learn', 'tool', '10yr', 'old']","['great', 'learning', 'tool', '10yrs', 'old']"
3194,positive,Wow this is such an informative n well designed app. This app is a must!!!,Wow this is such an informative n well designed app This app is a must,"['wow', 'this', 'is', 'such', 'an', 'informative', 'n', 'well', 'designed', 'app', 'this', 'app', 'is', 'a', 'must']","['wow', 'informative', 'n', 'well', 'designed', 'app', 'app', 'must']","['wow', 'inform', 'n', 'well', 'design', 'app', 'app', 'must']","['wow', 'informative', 'n', 'well', 'designed', 'app', 'app', 'must']"
3195,positive,It's a very useful app to be accessed any time everywhere.,Its a very useful app to be accessed any time everywhere,"['its', 'a', 'very', 'useful', 'app', 'to', 'be', 'accessed', 'any', 'time', 'everywhere']","['useful', 'app', 'accessed', 'time', 'everywhere']","['use', 'app', 'access', 'time', 'everywher']","['useful', 'app', 'accessed', 'time', 'everywhere']"
3196,positive,"Such a fantastic idea, thank you so much for this.",Such a fantastic idea thank you so much for this,"['such', 'a', 'fantastic', 'idea', 'thank', 'you', 'so', 'much', 'for', 'this']","['fantastic', 'idea', 'thank', 'much']","['fantast', 'idea', 'thank', 'much']","['fantastic', 'idea', 'thank', 'much']"
3197,positive,I'm first aid trained and think this app is good for people who don't know Lot about firstaid.,Im first aid trained and think this app is good for people who dont know Lot about firstaid,"['im', 'first', 'aid', 'trained', 'and', 'think', 'this', 'app', 'is', 'good', 'for', 'people', 'who', 'dont', 'know', 'lot', 'about', 'firstaid']","['im', 'first', 'aid', 'trained', 'think', 'app', 'good', 'people', 'dont', 'know', 'lot', 'firstaid']","['im', 'first', 'aid', 'train', 'think', 'app', 'good', 'peopl', 'dont', 'know', 'lot', 'firstaid']","['im', 'first', 'aid', 'trained', 'think', 'app', 'good', 'people', 'dont', 'know', 'lot', 'firstaid']"
3198,positive,Want to how to help a critically injured child? Don't bother asking the RedCross. They clearly now think us too stupid to be given the most basic of steps to help victims. The Red Cross clearly fears lawsuits more than preventable deaths.,Want to how to help a critically injured child Dont bother asking the RedCross They clearly now think us too stupid to be given the most basic of steps to help victims The Red Cross clearly fears lawsuits more than preventable deaths,"['want', 'to', 'how', 'to', 'help', 'a', 'critically', 'injured', 'child', 'dont', 'bother', 'asking', 'the', 'redcross', 'they', 'clearly', 'now', 'think', 'us', 'too', 'stupid', 'to', 'be', 'given', 'the', 'most', 'basic', 'of', 'steps', 'to', 'help', 'victims', 'the', 'red', 'cross', 'clearly', 'fears', 'lawsuits', 'more', 'than', 'preventable', 'deaths']","['want', 'help', 'critically', 'injured', 'child', 'dont', 'bother', 'asking', 'redcross', 'clearly', 'think', 'us', 'stupid', 'given', 'basic', 'steps', 'help', 'victims', 'red', 'cross', 'clearly', 'fears', 'lawsuits', 'preventable', 'deaths']","['want', 'help', 'critic', 'injur', 'child', 'dont', 'bother', 'ask', 'redcross', 'clearli', 'think', 'us', 'stupid', 'given', 'basic', 'step', 'help', 'victim', 'red', 'cross', 'clearli', 'fear', 'lawsuit', 'prevent', 'death']","['want', 'help', 'critically', 'injured', 'child', 'dont', 'bother', 'asking', 'redcross', 'clearly', 'think', 'u', 'stupid', 'given', 'basic', 'step', 'help', 'victim', 'red', 'cross', 'clearly', 'fear', 'lawsuit', 'preventable', 'death']"
3199,positive,Great tool to have handy!,Great tool to have handy,"['great', 'tool', 'to', 'have', 'handy']","['great', 'tool', 'handy']","['great', 'tool', 'handi']","['great', 'tool', 'handy']"
3200,neutral,Everyone should get it!,Everyone should get it,"['everyone', 'should', 'get', 'it']","['everyone', 'get']","['everyon', 'get']","['everyone', 'get']"
3201,positive,Extremely helpful and informative!,Extremely helpful and informative,"['extremely', 'helpful', 'and', 'informative']","['extremely', 'helpful', 'informative']","['extrem', 'help', 'inform']","['extremely', 'helpful', 'informative']"
3202,neutral,With this I can learn things I did not know.,With this I can learn things I did not know,"['with', 'this', 'i', 'can', 'learn', 'things', 'i', 'did', 'not', 'know']","['learn', 'things', 'know']","['learn', 'thing', 'know']","['learn', 'thing', 'know']"
3203,positive,It can call 911 in case of an emergency and might help you save a life or even your life!!! îŒªîŒ­îŒ¨îŒ«î€¢,It can call 911 in case of an emergency and might help you save a life or even your life îŒªîŒ­îŒ¨îŒ«î€¢,"['it', 'can', 'call', '911', 'in', 'case', 'of', 'an', 'emergency', 'and', 'might', 'help', 'you', 'save', 'a', 'life', 'or', 'even', 'your', 'life', 'îœªîœ', 'îœ', 'îœ', 'î', '']","['call', '911', 'case', 'emergency', 'might', 'help', 'save', 'life', 'even', 'life', 'îœªîœ', 'îœ', 'îœ', 'î', '']","['call', '911', 'case', 'emerg', 'might', 'help', 'save', 'life', 'even', 'life', 'îœªîœ', 'îœ', 'îœ', 'î', '']","['call', '911', 'case', 'emergency', 'might', 'help', 'save', 'life', 'even', 'life', 'îœªîœ', 'îœ', 'îœ', 'î', '']"
