,User Name,Review,Rating,Date of Review,sentiment
286,Gingergw,"Excellent common sense approach to first aid in an emergency.  I also like the option given to buy various first aid items for easy access at home, in the car, or office.",5,2013-06-13,1
287,TearyTrack501,This is a GREAT app! It gives you important information that could be used in an emergency. It gives you symptoms and steps you should use in an emergency,5,2013-04-07,1
288,SJP1972,This helps to keep your wits and also helps to prepare you for the unexpected. I live on the jersey shore where we were hit by sandy and it helped me to prepare with things I never thought of.,5,2012-11-16,1
289,alshoe,"I have been certified in CPR, but it's easy to forget when you don't have the opportunity to practice.  This app walks you through every situation.",5,2012-07-03,-1
290,Rev2220,"Every First Aid recommendation is call 911 and give the person reassurance while waiting for help to arrive. Any other advice is basically intuitive. I was hoping for an app that told you what to do if ""help"" is hours away or if you are out of cell phone range. But then I guess that information may be too complicated to communicate in a phone app. I should just go take a class.",1,2012-07-09,1
291,JTaylor48,"As an Emergency Responder Instructor, I find this app useful and handy. Minor nits and picks notwithstanding, the information is solid and up-to-date with US Red Cross protocols. It's there when/if you need it, and it's a good learning tool as well.",5,2012-07-02,1
292,TomLimoli,Install or on their phones and let them know their responsibility to one another. And on their trip to DC take them to Clara Barton's house at Glenn Echo. It's the overall perspective that will help then learn.,5,2012-06-15,1
293,"""THE"" MrBill",Can you think of anything that has a higher return on investment than being able to save a life???,5,2016-07-14,1
294,RosieUsher,I hope I never have to use this app. I still want to take the classes but at least I am prepared if something happens before then.,5,2012-08-19,1
295,Aeressler,"If the tests worked, this would be 3 or 4 stars.  They are totally broken- even if you put in the right answers, they say you got something wrong.  There are also typos in some of the Learn section (eg the section on chest compressions has the answer about breaking ribs under the wrong question, and the black widow section is duplicated).  I hope they fix it!",1,2015-03-02,-1
296,Krexxee,I hope to never have to use this app but I've read through all of it and it looks extremely useful.,5,2012-08-13,1
297,fiddlepics,I love the app but the last question of the final test doesn't list the option that the test answers says is right. So I never pass!,5,2012-07-05,1
298,Revier,"I strongly suggest that anyone young or old download this app. You will learn a lit quickly. Going through this app in 30min could save your life, the life of a friend or family, or even a complete stranger.",5,2012-07-02,1
299,Spunk65,"Being a free app I wasn't expecting much, but this is sooo useful. It has a little about everything. Just enough on each topic to help you through a medical emergency!",5,2012-06-25,1
300,G I hope,"I wished it had other ailments.
""differences"" what doesn't sprain look like vs a broken bone not necessary through the skin; spider bites, vertigo or a level deeper after shock that was scary having deal with after car accident with a friend.",4,2014-06-08,-1
301,EmtBurgos,"This application is very precise with its information, I am an Emergency Medical Technician and this information that is provided is used everyday in the medical field, ideal for any home emergency advice while waiting for the proper EMS crews to arrive.",5,2012-06-18,-1
302,Stewartfarm1,One of the features that might be needed in an emergency is the hospital locator. The app has really old data. There are two hospitals near me that have been open for several years and did not appear in the app. In the event of an emergency the hospital recommended would take 3X as long to reach.,2,2014-12-06,-1
303,Sailingcowboy9,This app is so important to have on you in an emergency because it provides you with preparation tools and tool to deal with an emergency while it's happening.,5,2014-07-07,-1
304,MIbxrmom,Very informative app!! Wish it had the ability to share some of the info via email and social media.,5,2014-05-15,1
305,Talldude1969,"I just downloaded this app and went through the very helpful information. I was also excited to see a quiz section!  However, the first two quizzes, which is where I stopped due to frustration, have incorrectly coded answers.",3,2014-01-11,1
306,Corona king 2012,"This app may just save someone's life so why not have it! When your in an emergency you may not be mentally prepared so let this app help guide you until help arrives! Seriously, download this app!",5,2013-04-25,1
