,Review,Rating,sentiment,Date of Review
792,Great idea.  Adding a way to freeze/copy location would be great for when out of range and need to move to call.,5,1,2019-06-15
793,"It would be nice if this was available for Apple Watch, as those who have the cellular version watches, are able to use it independently of their phone & frequently do.",4,1,2018-09-04
794,Originally when I installed this app it proved to be very accurate but now it’s not working as it should. I’ve deleted and reinstalled it but it’s still not working properly. Can anybody help with this problem?,3,0,2019-12-16
795,Requires Live Location Sharing through the app!,4,1,2021-03-31
796,"My home address is rarely shown correctly, it goes all over the suburb. It's supposed to have an option to save pin onto home address but there's no instructions on how to do that, it's not user friendly. 3 words not reliable for an emergency call.",1,-1,2021-01-23
797,"What a great idea. 
However, I just downloaded the app and it keeps on crashing less than 10secs after launch. 
Please fix.",3,1,2020-11-02
798,"On referring this app to my caravan group, the question arose about does this app still function in some basic way to alert emergency services?",4,-1,2018-11-02
799,Great app but have crashed once or twice on my iPhone X. The screen is still 16:9 so definitely needs a bit of updating.,4,1,2018-11-21
800,Would be good to have a list of the person’s medications to communicate with emergency services.,5,1,2022-10-11
801,"Just saw the news segment on channel 9, and looks great, the idea behind it is fantastic so downloaded it... but it closes itself after 5 seconds. 
On iPhone 11 Pro. 

Think this bug needs to be fixed.",2,1,2020-11-02
802,Can you please add a feature to save medical info and emergency contacts that can be accessed from the locked screen by paramedics and doctors or police if they find you not responsive. Thanks.,3,-1,2019-12-20
803,Should be focused more on kids and elderly. A watch function would be good.,4,1,2020-07-18
804,"Great app, but would like see the old logo return which was easily identified.",5,1,2020-11-04
805,"If had an area to document 
medicine or allergies of owner ,

Otherwise in all a good lifesaving product 
Thanks to the makers .",5,1,2019-07-17
806,Very handy app in emergencies but it has been two years since the last update. Still references a home button and does not utilise newer screen sizes.,3,0,2020-01-04
807,"I really want this app to work. However I’ve just downloaded the latest edition and the map is incorrect and the address is incorrect by more than 50m. I’m in a suburb at the moment so am a bit wary for using it mountain biking and using the locator for assistance. 

Happy to provide feedback if someone is willing to chat!",1,1,2017-10-09
808,"Pretty useless when half of the location address is not displayed. App
supports just takes you to the Australian Government general webpage.... no way I could find to report the above fault.....",1,-1,2021-02-10
809,"I couldn't find an answer but, can this be used on Apple Watch? And is so, are there only particular models or all models? I frequently collapse and can't reach my phone.",3,-1,2018-06-21
810,This app doesn’t do very much and I cannot see why the police would even utilise the location as it doesn’t provide an accurate location reading for instances it say I’m located 6kms from where I actually am.,2,0,2019-08-03
811,"Great app, would be nice to have it on the Apple Watch too",5,1,2019-05-28
812,"Activated in my bag, crashed my phone and no emergency services arrived. Texted my contacts saying emergency services coming to me. Couldn’t turn my phone off or reset phone. Caused my family worry as activated and could not deactivate.",1,-1,2019-01-19
813,"This a great app overall, but I would love for it to have the functionality to make calls using soft phone apps, like 3CX and Zoiper",4,1,2019-03-21
814,Hi…our staff have recently used this in Qld but our QFES and 000 operators where unfamiliar with the what 3 words functionality. Any guidance on when this will be rolled out nationally? Thanks!,3,1,2021-11-11
815,Since the update yesterday this app is now not working. It will only stay open for 1-2 secs and then disappears,3,-1,2020-11-02
816,I had the previous version of the app which worked flawlessly on IOS12. I have just updated the app to get access to What3Words and now the app crashes within seconds.  Very disappointing,1,-1,2020-11-02
817,The new app icon or tile is not very appealing for emergency! It now blends in with everything else!!! Backwards move,4,-1,2020-10-30
818,"Any chance of having the app icon in bright red, so can be easily identified among other apps? Audiovisual functionality would be great.",3,1,2020-11-01
819,Would be great to see public AED locations included in the app,4,1,2022-07-25
820,"This app uses a survey address from which my house is inaccessible, so using the app puts me at risk. Can you add a feature that allows an update of home addresses or a note?",2,-1,2020-01-05
821,Since the update the addresses don't appear only the coordinates,4,0,2017-08-23
822,"000 ask what service you want, so you need to be conscious , then they need you to read your threewords W3W location which they had not heard of and would not discuss any further , as you lay dying...",1,1,2022-01-05
823,"Amazing app
Bring out lots of new features and update for newer devices and all screen sizes",3,1,2020-01-05
824,The newly updated app is useless. It crashes within seconds of being launched!,1,-1,2020-11-02
825,"Can’t share it ! 

Needs a button of option to share it with friends.

Needs promotion 
It is the best kept secret

Need a way to send the location without needed to ‘tell” it

Great idea
Great app otherwise",5,1,2020-07-02
826,The new app icon design is a very poor substitute for the original.,4,-1,2020-11-01
827,How easy is this.... awesome,5,1,2020-11-14
828,Just downloaded and tested this app. It keeps crashing. It has also given 4 different three word descriptors of my location.,1,0,2020-11-13
829,"Needs to be able to send coordinates to an emergency contact/carer, for people who under Domestic Violence/stalking duress",4,-1,2020-07-30
830,"Why can’t I stream video live to emergency services ?
What if I’m recording a crime in progress ?
What if I’m recording my attacker who then destroys my phone ? (Video evidence would be in the cloud if I could stream direct to 000) making catching the crim a lot easier.
The operator could provide advice that is more relevant based on what they are seeing

Come on people 
It’s 2019
We have the technical expertise 
Why arnt you embracing it ?",1,-1,2019-12-01
